,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
45180,2,Federal-gov,11,Divorced,Handlers-cleaners,Black,Male,United-States,<=50K
45181,4,Private,9,Widowed,Craft-repair,White,Male,United-States,<=50K
45182,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45183,3,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45184,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45185,1,Private,6,Never-married,Other-service,White,Male,United-States,<=50K
45187,3,Private,10,Divorced,Exec-managerial,White,Female,United-States,<=50K
45188,2,Private,9,Divorced,Handlers-cleaners,White,Male,United-States,<=50K
45189,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45190,2,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45191,2,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45192,1,Private,6,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45193,4,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45194,1,Private,10,Married-civ-spouse,Machine-op-inspct,Other,Male,Puerto-Rico,>50K
45195,1,Private,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
45196,4,Local-gov,10,Widowed,Adm-clerical,White,Female,United-States,<=50K
45197,3,Local-gov,13,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
45198,4,Private,13,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45199,0,Private,9,Never-married,Handlers-cleaners,Black,Female,United-States,<=50K
45200,3,Private,9,Divorced,Tech-support,White,Male,United-States,<=50K
45201,2,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45202,0,Private,7,Never-married,Other-service,White,Male,Philippines,<=50K
45203,2,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45204,4,Private,9,Widowed,Sales,White,Female,United-States,<=50K
45205,1,State-gov,13,Never-married,Adm-clerical,White,Female,United-States,<=50K
45206,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45207,0,Local-gov,9,Never-married,Other-service,White,Female,United-States,<=50K
45209,0,Private,9,Never-married,Sales,White,Male,United-States,<=50K
45210,2,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45211,2,Private,10,Never-married,Craft-repair,White,Male,United-States,<=50K
45212,3,Federal-gov,9,Widowed,Adm-clerical,White,Female,United-States,<=50K
45213,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45214,2,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
45215,0,Private,6,Never-married,Sales,White,Male,United-States,<=50K
45216,2,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45217,3,Private,10,Divorced,Adm-clerical,Black,Female,United-States,<=50K
45218,1,Private,10,Never-married,Sales,Asian-Pac-Islander,Female,Philippines,<=50K
45219,0,Private,10,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
45220,4,Private,12,Widowed,Adm-clerical,White,Female,United-States,<=50K
45221,1,Self-emp-not-inc,9,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
45222,0,Private,6,Never-married,Craft-repair,White,Male,United-States,<=50K
45223,2,Private,7,Divorced,Farming-fishing,White,Male,United-States,<=50K
45224,1,Private,13,Separated,Tech-support,Black,Male,United-States,<=50K
45225,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45226,4,Private,9,Separated,Adm-clerical,White,Female,United-States,<=50K
45227,3,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45228,3,Local-gov,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
45229,2,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45230,1,State-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,Philippines,>50K
45231,0,Private,9,Never-married,Protective-serv,Other,Male,United-States,<=50K
45232,0,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45233,4,Self-emp-not-inc,13,Widowed,Sales,White,Male,United-States,<=50K
45234,2,Local-gov,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45235,1,Private,6,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45236,0,Private,10,Never-married,Sales,White,Male,United-States,<=50K
45238,3,Local-gov,13,Divorced,Craft-repair,White,Male,United-States,<=50K
45239,2,Private,9,Divorced,Handlers-cleaners,White,Female,United-States,<=50K
45240,4,Private,9,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
45241,0,Private,9,Married-civ-spouse,Sales,White,Female,United-States,<=50K
45242,0,Private,7,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,India,<=50K
45243,1,Private,2,Never-married,Transport-moving,Other,Male,El-Salvador,<=50K
45244,3,State-gov,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45245,1,Private,16,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45246,0,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
45247,1,Federal-gov,12,Never-married,Adm-clerical,Black,Female,United-States,<=50K
45248,1,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45249,3,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,Portugal,<=50K
45250,3,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45251,4,Private,9,Never-married,Craft-repair,White,Female,United-States,<=50K
45252,4,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45253,1,Private,16,Divorced,Prof-specialty,White,Male,United-States,>50K
45254,3,Self-emp-not-inc,9,Separated,Sales,White,Female,United-States,<=50K
45255,4,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45256,2,Private,11,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45257,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,Italy,<=50K
45258,2,State-gov,9,Never-married,Protective-serv,Asian-Pac-Islander,Female,United-States,<=50K
45260,2,Private,13,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
45261,1,Self-emp-not-inc,9,Never-married,Craft-repair,White,Male,Iran,<=50K
45262,3,Private,13,Divorced,Other-service,White,Female,United-States,>50K
45263,4,Private,9,Widowed,Other-service,White,Female,Canada,<=50K
45264,2,Private,12,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45265,4,Private,9,Widowed,Other-service,White,Female,United-States,<=50K
45266,0,Private,10,Never-married,Prof-specialty,White,Female,United-States,<=50K
45267,4,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45269,1,Private,9,Married-spouse-absent,Other-service,Other,Male,Mexico,<=50K
45270,1,Private,8,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45271,0,Private,13,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45272,3,Private,13,Divorced,Exec-managerial,White,Male,Canada,>50K
45273,1,Private,9,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
45274,4,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45275,2,Private,13,Married-civ-spouse,Tech-support,White,Female,United-States,<=50K
45276,4,State-gov,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45277,2,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,South,<=50K
45278,2,Federal-gov,13,Never-married,Exec-managerial,White,Female,United-States,<=50K
45279,3,Private,14,Divorced,Prof-specialty,White,Female,United-States,>50K
45280,4,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45281,3,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
45282,2,Private,10,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K
45283,4,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45284,1,Private,13,Never-married,Exec-managerial,White,Male,United-States,<=50K
45286,2,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
45287,1,Private,3,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45288,3,Federal-gov,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
45289,2,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45290,2,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45291,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45292,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45293,3,Private,14,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K
45294,2,Private,12,Divorced,Sales,White,Female,United-States,>50K
45295,1,Private,10,Divorced,Machine-op-inspct,White,Female,United-States,>50K
45296,1,Private,10,Married-civ-spouse,Craft-repair,White,Female,United-States,<=50K
45297,2,Private,4,Married-civ-spouse,Machine-op-inspct,Black,Male,Haiti,>50K
45298,1,Private,10,Never-married,Exec-managerial,White,Female,United-States,<=50K
45299,2,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45300,3,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45301,0,Private,9,Never-married,Other-service,Black,Female,United-States,<=50K
45302,2,Private,14,Divorced,Prof-specialty,White,Female,United-States,<=50K
45303,0,Private,7,Never-married,Sales,White,Female,Guatemala,<=50K
45304,0,Private,10,Never-married,Sales,White,Male,Canada,<=50K
45305,2,Private,13,Married-civ-spouse,Other-service,Other,Male,Iran,>50K
45306,3,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45307,1,Private,14,Never-married,Exec-managerial,White,Male,United-States,<=50K
45308,2,Private,15,Divorced,Prof-specialty,White,Male,United-States,>50K
45309,1,Private,11,Divorced,Sales,White,Male,United-States,<=50K
45310,1,Private,11,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K
45311,0,Private,13,Never-married,Adm-clerical,White,Female,United-States,<=50K
45313,1,Private,10,Divorced,Craft-repair,White,Male,United-States,<=50K
45314,2,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
45315,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45316,1,Private,10,Never-married,Farming-fishing,White,Female,United-States,<=50K
45317,0,Private,10,Never-married,Craft-repair,White,Male,United-States,<=50K
45318,2,Private,6,Married-civ-spouse,Adm-clerical,Black,Male,United-States,<=50K
45319,3,Local-gov,14,Widowed,Prof-specialty,White,Female,United-States,<=50K
45320,3,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
45321,3,Self-emp-not-inc,15,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45322,0,Private,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
45323,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45324,2,Private,9,Widowed,Exec-managerial,White,Female,United-States,<=50K
45325,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45326,1,Private,9,Never-married,Exec-managerial,White,Male,United-States,<=50K
45327,2,Self-emp-inc,14,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Hong,>50K
45328,0,Private,11,Married-civ-spouse,Craft-repair,White,Female,United-States,<=50K
45329,1,Private,7,Never-married,Craft-repair,White,Female,United-States,<=50K
45330,1,Private,13,Never-married,Adm-clerical,Black,Female,United-States,<=50K
45331,1,Private,9,Never-married,Adm-clerical,White,Female,Puerto-Rico,<=50K
45332,2,Local-gov,13,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45333,1,Private,10,Never-married,Exec-managerial,White,Female,United-States,<=50K
45335,1,Private,9,Divorced,Sales,White,Female,United-States,<=50K
45336,2,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45337,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45338,0,Private,13,Never-married,Adm-clerical,White,Male,United-States,<=50K
45339,4,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45341,2,Private,10,Divorced,Sales,White,Male,United-States,<=50K
45342,4,Private,9,Separated,Adm-clerical,Black,Female,United-States,<=50K
45343,0,Private,10,Never-married,Transport-moving,White,Male,United-States,<=50K
45344,3,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45345,3,Private,12,Married-civ-spouse,Craft-repair,White,Male,Canada,>50K
45346,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
45347,0,Private,10,Never-married,Adm-clerical,White,Male,United-States,<=50K
45348,1,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45350,0,Private,10,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
45351,1,Private,13,Divorced,Prof-specialty,White,Female,United-States,<=50K
45352,1,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
45353,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45354,1,Local-gov,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45355,0,State-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45356,3,Private,6,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45358,2,Private,13,Divorced,Prof-specialty,White,Male,United-States,>50K
45359,1,Private,11,Divorced,Sales,White,Female,United-States,<=50K
45360,1,Private,9,Divorced,Other-service,White,Female,United-States,<=50K
45361,0,Private,13,Never-married,Adm-clerical,White,Male,United-States,<=50K
45363,4,Private,4,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
45364,4,Private,13,Married-civ-spouse,Other-service,Black,Male,United-States,<=50K
45365,1,Private,9,Separated,Other-service,Amer-Indian-Eskimo,Female,United-States,<=50K
45366,3,Private,11,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45367,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45368,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45369,4,Private,7,Married-civ-spouse,Other-service,Black,Male,United-States,>50K
45370,1,State-gov,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,China,<=50K
45371,1,Federal-gov,13,Never-married,Protective-serv,White,Male,United-States,<=50K
45372,1,Private,9,Divorced,Sales,White,Female,United-States,<=50K
45373,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45374,1,Private,13,Never-married,Other-service,White,Female,United-States,<=50K
45375,2,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45376,0,Private,3,Married-civ-spouse,Handlers-cleaners,White,Female,Mexico,<=50K
45377,3,Private,14,Never-married,Prof-specialty,White,Male,United-States,<=50K
45378,1,Local-gov,14,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
45379,2,Private,14,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,China,<=50K
45380,4,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45381,3,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,United-States,<=50K
45382,3,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45383,2,Private,9,Married-civ-spouse,Sales,White,Female,United-States,<=50K
45384,2,Private,14,Divorced,Adm-clerical,White,Male,United-States,<=50K
45385,0,Private,13,Never-married,Tech-support,White,Female,United-States,>50K
45386,0,State-gov,10,Never-married,Protective-serv,Black,Male,United-States,<=50K
45387,2,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
45388,1,Private,9,Never-married,Exec-managerial,White,Female,United-States,<=50K
45389,2,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45390,0,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
45391,0,Local-gov,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
45392,1,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Japan,>50K
45393,3,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45394,2,Private,12,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,United-States,>50K
45395,0,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
45396,1,Private,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,Philippines,<=50K
45397,3,State-gov,10,Never-married,Exec-managerial,White,Male,United-States,<=50K
45398,0,State-gov,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
45399,1,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45401,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45402,4,Private,13,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
45403,1,State-gov,9,Never-married,Other-service,White,Female,United-States,<=50K
45404,4,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45405,1,Private,11,Never-married,Prof-specialty,White,Female,United-States,<=50K
45406,3,State-gov,10,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45407,0,Private,9,Never-married,Adm-clerical,White,Male,United-States,<=50K
45408,1,Private,9,Separated,Adm-clerical,White,Female,United-States,<=50K
45409,0,Private,7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45410,3,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45411,1,Private,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
45412,4,Private,13,Divorced,Sales,Asian-Pac-Islander,Female,South,<=50K
45413,2,Federal-gov,10,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
45414,2,Self-emp-not-inc,11,Married-civ-spouse,Sales,White,Male,United-States,>50K
45415,0,State-gov,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
45416,1,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
45418,0,Private,7,Never-married,Adm-clerical,White,Female,United-States,<=50K
45419,4,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
45421,1,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
45422,1,Local-gov,7,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
45423,2,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45424,3,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
45425,2,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45426,1,Self-emp-not-inc,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
45427,3,Private,10,Divorced,Prof-specialty,White,Male,United-States,>50K
45429,3,Private,9,Widowed,Prof-specialty,Other,Female,Puerto-Rico,<=50K
45430,0,Private,5,Divorced,Priv-house-serv,White,Female,United-States,<=50K
45431,1,Private,10,Divorced,Machine-op-inspct,Asian-Pac-Islander,Female,Philippines,<=50K
45432,2,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
45434,1,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45435,2,Private,12,Divorced,Adm-clerical,White,Female,United-States,>50K
45437,2,Private,10,Married-civ-spouse,Machine-op-inspct,Other,Male,Iran,<=50K
45438,0,Private,13,Never-married,Tech-support,White,Female,United-States,<=50K
45439,0,Private,13,Never-married,Exec-managerial,White,Female,Canada,<=50K
45440,3,Private,13,Divorced,Tech-support,White,Female,United-States,<=50K
45441,4,Private,14,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,China,>50K
45442,1,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
45443,0,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45445,4,Private,13,Separated,Exec-managerial,White,Male,United-States,<=50K
45446,3,Private,9,Never-married,Priv-house-serv,White,Female,Mexico,<=50K
45447,3,Private,6,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
45448,4,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45449,2,Self-emp-not-inc,10,Never-married,Craft-repair,White,Female,United-States,<=50K
45450,3,Local-gov,9,Never-married,Other-service,White,Female,United-States,<=50K
45451,1,Private,9,Separated,Tech-support,Black,Female,United-States,<=50K
45452,1,Private,9,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
45454,1,Private,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45455,2,Private,6,Never-married,Handlers-cleaners,White,Male,Columbia,<=50K
45456,3,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
45457,3,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45458,2,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45459,1,Private,13,Divorced,Sales,White,Male,United-States,<=50K
45460,2,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45461,2,Private,9,Married-civ-spouse,Sales,White,Female,United-States,<=50K
45462,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45463,3,Private,9,Divorced,Other-service,White,Female,United-States,<=50K
45464,4,State-gov,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45465,0,Private,11,Never-married,Sales,White,Female,United-States,<=50K
45466,1,Private,10,Never-married,Adm-clerical,Black,Female,United-States,<=50K
45467,1,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
45468,1,Private,9,Never-married,Tech-support,White,Female,United-States,<=50K
45469,0,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45470,2,Private,10,Never-married,Exec-managerial,Other,Male,India,>50K
45472,1,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45473,2,Private,9,Divorced,Craft-repair,White,Male,United-States,>50K
45474,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45475,4,Private,9,Divorced,Priv-house-serv,White,Female,United-States,<=50K
45476,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
45477,3,Private,12,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
45478,0,Private,11,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45479,1,Private,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
45480,1,Private,11,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45481,1,State-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45482,1,Private,14,Never-married,Exec-managerial,White,Male,United-States,<=50K
45483,2,State-gov,14,Never-married,Craft-repair,White,Male,United-States,<=50K
45484,1,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45485,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45486,4,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45487,1,Private,10,Never-married,Sales,Black,Male,United-States,<=50K
45488,3,Private,11,Divorced,Craft-repair,White,Male,United-States,<=50K
45489,0,Private,14,Never-married,Exec-managerial,White,Female,United-States,>50K
45490,2,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45491,3,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45492,2,Private,10,Divorced,Exec-managerial,White,Female,United-States,<=50K
45493,0,Private,10,Never-married,Adm-clerical,Other,Male,United-States,<=50K
45494,2,Private,13,Divorced,Prof-specialty,White,Male,Germany,<=50K
45495,1,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45496,0,Private,7,Never-married,Adm-clerical,White,Female,United-States,<=50K
45497,4,State-gov,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45498,3,Federal-gov,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45499,1,Private,9,Divorced,Farming-fishing,White,Male,United-States,<=50K
45500,1,Private,13,Never-married,Craft-repair,White,Male,United-States,<=50K
45501,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45502,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45503,2,Private,10,Divorced,Craft-repair,White,Male,United-States,<=50K
45504,4,Private,9,Married-spouse-absent,Craft-repair,White,Male,United-States,<=50K
45505,2,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45506,1,Private,13,Never-married,Sales,White,Female,United-States,<=50K
45507,2,Private,7,Divorced,Protective-serv,White,Female,United-States,<=50K
45508,2,Private,10,Married-civ-spouse,Sales,White,Male,United-States,>50K
45509,2,State-gov,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45510,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45511,1,Private,12,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45512,0,Private,9,Never-married,Adm-clerical,White,Male,United-States,<=50K
45513,0,Private,10,Never-married,Adm-clerical,White,Male,United-States,<=50K
45514,3,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
45515,3,Private,10,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45516,0,Private,8,Never-married,Farming-fishing,White,Male,United-States,<=50K
45517,2,State-gov,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,China,<=50K
45518,0,Private,9,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K
45519,0,Private,10,Never-married,Protective-serv,Amer-Indian-Eskimo,Female,United-States,<=50K
45520,0,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45521,2,Local-gov,13,Never-married,Prof-specialty,White,Female,United-States,>50K
45522,0,Private,10,Never-married,Prof-specialty,White,Male,United-States,<=50K
45523,2,Private,14,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
45524,0,Private,12,Never-married,Craft-repair,White,Male,Iran,<=50K
45525,0,Private,8,Never-married,Craft-repair,White,Male,United-States,<=50K
45526,3,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
45527,0,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
45528,2,Federal-gov,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
45529,3,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
45530,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
45531,4,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45532,2,Private,13,Married-civ-spouse,Machine-op-inspct,White,Female,United-States,<=50K
45533,3,Local-gov,10,Divorced,Adm-clerical,Black,Female,United-States,>50K
45534,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
45535,0,Local-gov,7,Never-married,Prof-specialty,White,Female,United-States,<=50K
45536,1,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
45537,0,Private,11,Never-married,Exec-managerial,Black,Female,United-States,<=50K
45538,2,Private,10,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
45540,3,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
45541,0,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45542,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45543,2,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45544,4,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45545,1,Private,13,Never-married,Adm-clerical,White,Male,United-States,<=50K
45546,1,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45547,3,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Vietnam,<=50K
45548,1,Private,6,Never-married,Craft-repair,Black,Female,United-States,<=50K
45549,2,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45551,1,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K
